num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,sdpa,attention_qkv_transform,attention_score,attention_over_value,attention_linear_projection,mlp_h_to_4h,mlp_4h_to_h,logit_block,estimated_attention_duration,estimated_attention_throughput,estimated_mlp_duration,estimated_mlp_throughput,estimated_duration,estimated_throughput
32,32,1,2048,51200,256,1,1,1,0.402,0.24,0.962,0.861,0.078,0.317,0.306,39.217,0.0022,0.251,0.0001,0.311,0.0023,0.254
32,64,1,2048,51200,256,1,1,1,0.817,0.945,2.324,1.889,0.306,1.251,1.221,67.91,0.0021,0.534,0.0001,1.236,0.0022,0.568
32,96,1,2048,51200,256,1,1,1,1.075,1.638,2.844,2.404,0.706,2.826,2.838,89.654,0.0025,0.715,0.0001,2.832,0.0026,0.803
32,128,1,2048,51200,256,1,1,1,3.639,3.717,4.74,3.745,1.254,5.084,5.084,108.855,0.0015,1.657,0.0001,5.084,0.0016,1.889
32,160,1,2048,51200,256,1,1,1,1.777,6.12,4.697,3.964,2.009,8.122,7.98,120.543,0.0025,1.233,0.0001,8.05,0.0026,1.504
32,192,1,2048,51200,256,1,1,1,2.435,8.618,6.728,5.519,2.884,11.633,11.094,139.326,0.0022,1.702,0.0001,11.357,0.0024,2.138
32,224,1,2048,51200,256,1,1,1,2.483,11.821,6.557,5.499,3.904,15.303,16.132,156.421,0.0025,1.798,0.0001,15.707,0.0027,2.348
32,256,1,2048,51200,256,1,1,1,7.27,15.753,9.417,7.38,5.099,20.601,20.062,172.317,0.0015,3.52,0.0001,20.328,0.0016,4.609
32,288,1,2048,51200,256,1,1,1,3.161,18.777,9.679,6.797,6.405,26.214,25.974,116.77,0.0028,2.244,0.0001,26.094,0.0029,3.112
32,320,1,2048,51200,256,1,1,1,4.061,23.867,10.992,8.979,8.004,32.363,31.231,124.905,0.0025,2.81,0.0001,31.787,0.0026,3.981
32,352,1,2048,51200,256,1,1,1,3.862,29.145,11.727,8.371,8.793,38.245,38.419,134.541,0.0028,2.842,0.0001,38.332,0.0029,4.139
32,384,1,2048,51200,256,1,1,1,10.755,34.685,13.766,10.802,11.597,46.389,45.48,142.22,0.0018,4.917,0.0001,45.93,0.0019,7.179
32,416,1,2048,51200,256,1,1,1,4.539,39.972,13.8,9.888,13.069,54.234,41.308,149.437,0.0028,3.462,0.0001,46.896,0.003,5.239
32,448,1,2048,51200,256,1,1,1,5.667,46.994,15.073,12.225,15.224,62.85,42.906,159.664,0.0026,4.191,0.0001,50.998,0.0027,6.421
32,480,1,2048,51200,256,1,1,1,5.229,53.947,15.758,11.336,17.982,71.82,45.634,168.627,0.0029,4.146,0.0001,55.808,0.003,6.485
32,512,1,2048,51200,256,1,1,1,14.218,61.24,17.78,14.699,19.855,79.01,51.947,173.498,0.0019,6.914,0.0001,62.682,0.002,10.735
32,544,1,2048,51200,256,1,1,1,5.664,51.566,16.864,10.61,23.899,75.618,58.785,139.721,0.0032,4.3,0.0001,66.148,0.0034,6.97
32,576,1,2048,51200,256,1,1,1,6.787,78.041,18.33,13.116,25.895,80.08,63.651,145.959,0.003,5.053,0.0002,70.927,0.0031,8.267
