num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,actual_attention_duration,actual_attention_throughput,actual_mlp_duration,actual_mlp_throughput,actual_duration,actual_throughput
80,80,4,2048,51200,256,1,1,1,,,,,,
80,80,4,2048,51200,256,1,1,1,0.014,0.413,0.0001,5.638,0.0142,0.468
80,160,4,2048,51200,256,1,1,1,,,,,,
80,80,4,2048,51200,256,1,1,1,0.0139,0.415,0.0001,5.951,0.0142,0.467
80,160,4,2048,51200,256,1,1,1,0.0147,0.846,0.0001,24.175,0.015,1.055
80,240,4,2048,51200,256,1,1,1,0.0158,1.255,0.0001,51.122,0.0162,1.69
80,320,4,2048,51200,256,1,1,1,0.0034,8.353,0.0002,66.576,0.0037,11.146
80,400,4,2048,51200,256,1,1,1,0.0194,1.924,0.0003,82.28,0.0199,2.931
80,480,4,2048,51200,256,1,1,1,0.0152,3.105,0.0003,99.443,0.0184,4.221
80,560,4,2048,51200,256,1,1,1,0.0161,3.609,0.0004,94.815,0.0169,5.878
80,640,4,2048,51200,256,1,1,1,0.0036,19.355,0.0005,111.979,0.0043,28.782
80,720,4,2048,51200,256,1,1,1,0.0164,5.004,0.0006,107.977,0.0211,7.127
80,800,4,2048,51200,256,1,1,1,0.0155,6.177,0.0007,116.315,0.0194,9.232
80,880,4,2048,51200,256,1,1,1,0.0165,6.639,0.0009,118.026,0.0197,10.709
80,960,4,2048,51200,256,1,1,1,0.0041,30.232,0.001,120.334,0.0054,45.182
80,1040,4,2048,51200,256,1,1,1,0.0209,6.736,0.0012,121.785,0.0182,15.516
80,1120,4,2048,51200,256,1,1,1,0.0185,8.515,0.0012,133.724,0.0173,18.602
80,1200,4,2048,51200,256,1,1,1,0.017,10.3,0.0014,130.204,0.0229,15.886
80,1280,4,2048,51200,256,1,1,1,0.0043,45.365,0.0015,143.021,0.0057,71.84
80,1360,4,2048,51200,256,1,1,1,0.0186,11.449,0.0019,129.703,0.0204,22.266
80,1440,4,2048,51200,256,1,1,1,0.0202,11.499,0.002,133.713,0.0196,25.7
80,1520,4,2048,51200,256,1,1,1,0.0232,10.937,0.0023,133.886,0.0252,22.06
80,1600,4,2048,51200,256,1,1,1,0.0052,53.314,0.0023,145.874,0.008,75.885
80,1680,4,2048,51200,256,1,1,1,0.0245,12.142,0.0028,131.891,0.0273,24.473
80,1760,4,2048,51200,256,1,1,1,0.021,15.303,0.0026,153.331,0.02,36.335
80,1840,4,2048,51200,256,1,1,1,0.0241,14.34,0.0033,135.084,0.0227,34.823
80,1920,4,2048,51200,256,1,1,1,0.0054,68.394,0.004,121.67,0.0099,86.004
80,2000,4,2048,51200,256,1,1,1,0.0199,19.915,0.0036,145.726,0.0295,31.18
80,2080,4,2048,51200,256,1,1,1,0.018,23.558,0.004,140.178,0.0229,43.311
80,2160,4,2048,51200,256,1,1,1,0.0251,17.929,0.0043,143.773,0.0315,33.725
