num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,actual_attention_duration,actual_attention_throughput,actual_mlp_duration,actual_mlp_throughput,actual_duration,actual_throughput
72,72,4,2048,51200,256,1,1,1,,,,,,
72,72,4,2048,51200,256,1,1,1,0.0154,0.337,0.0001,4.706,0.0155,0.378
72,144,4,2048,51200,256,1,1,1,,,,,,
72,72,4,2048,51200,256,1,1,1,0.0156,0.331,0.0001,4.842,0.0156,0.375
72,144,4,2048,51200,256,1,1,1,0.0159,0.694,0.0001,19.985,0.016,0.856
72,216,4,2048,51200,256,1,1,1,0.0143,1.232,0.0001,43.285,0.0146,1.622
72,288,4,2048,51200,256,1,1,1,0.003,8.14,0.0002,53.439,0.0034,10.459
72,360,4,2048,51200,256,1,1,1,0.0143,2.283,0.0002,69.21,0.0175,2.844
72,432,4,2048,51200,256,1,1,1,0.0133,3.098,0.0003,84.326,0.0165,3.972
72,504,4,2048,51200,256,1,1,1,0.0178,2.831,0.0003,103.45,0.0184,4.56
72,576,4,2048,51200,256,1,1,1,0.0031,19.41,0.0005,95.048,0.0039,26.73
72,648,4,2048,51200,256,1,1,1,0.0149,4.762,0.0005,107.495,0.0189,6.672
72,720,4,2048,51200,256,1,1,1,0.0142,5.795,0.0006,110.391,0.0144,10.446
72,792,4,2048,51200,256,1,1,1,0.0184,5.125,0.0008,103.579,0.016,11.057
72,864,4,2048,51200,256,1,1,1,0.0037,29.214,0.0008,122.294,0.0049,41.865
72,936,4,2048,51200,256,1,1,1,0.0187,6.413,0.001,117.626,0.0165,14.245
72,1008,4,2048,51200,256,1,1,1,0.0169,7.934,0.0012,108.387,0.0184,14.513
72,1080,4,2048,51200,256,1,1,1,0.0192,7.741,0.0013,120.524,0.0213,14.154
72,1152,4,2048,51200,256,1,1,1,0.0033,49.27,0.0014,127.377,0.0057,59.574
72,1224,4,2048,51200,256,1,1,1,0.0201,8.951,0.0016,124.008,0.0189,19.931
72,1296,4,2048,51200,256,1,1,1,0.0184,10.734,0.0018,124.031,0.0175,23.789
72,1368,4,2048,51200,256,1,1,1,0.0168,12.782,0.0021,119.338,0.0193,23.76
72,1440,4,2048,51200,256,1,1,1,0.0045,51.96,0.002,137.943,0.0059,84.872
72,1512,4,2048,51200,256,1,1,1,0.0213,11.779,0.0023,128.906,0.0248,22.185
72,1584,4,2048,51200,256,1,1,1,0.0154,17.602,0.0025,130.848,0.0222,27.01
72,1656,4,2048,51200,256,1,1,1,0.0222,13.104,0.0028,129.107,0.0242,26.915
