num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,sdpa,attention_qkv_transform,attention_score,attention_over_value,attention_linear_projection,mlp_h_to_4h,mlp_4h_to_h,logit_block,estimated_attention_duration,estimated_attention_throughput,estimated_mlp_duration,estimated_mlp_throughput,estimated_duration,estimated_throughput
128,128,4,2048,51200,256,1,1,1,0.23,16.068,0.978,0.695,4.277,21.389,21.288,89.967,0.0493,0.196,0.0001,21.338,0.0494,0.239
128,256,4,2048,51200,256,1,1,1,0.565,62.915,2.25,1.937,21.771,77.026,84.347,,,,,,,
128,128,4,2048,51200,256,1,1,1,0.26,17.004,1.008,0.703,5.474,22.558,13.544,90.703,0.0447,0.216,0.0001,16.925,0.0448,0.264
128,256,4,2048,51200,256,1,1,1,0.589,61.947,2.362,1.939,22.426,61.851,84.68,156.312,0.0387,0.555,0.0001,71.487,0.0388,0.775
128,384,4,2048,51200,256,1,1,1,0.793,98.582,2.104,2.735,28.926,104.721,103.421,148.301,0.0457,0.776,0.0002,104.067,0.0459,1.194
128,512,4,2048,51200,256,1,1,1,4.168,135.119,4.583,3.549,64.683,115.83,146.836,182.2,0.0194,2.663,0.0003,129.503,0.0196,4.379
128,640,4,2048,51200,256,1,1,1,1.315,133.4,4.8,4.714,93.937,164.08,147.072,143.645,0.0456,1.529,0.0003,155.111,0.046,2.685
128,768,4,2048,51200,256,1,1,1,1.703,133.698,6.729,4.295,105.131,183.302,170.465,151.16,0.0447,2.019,0.0004,176.651,0.0451,3.713
128,896,4,2048,51200,256,1,1,1,1.831,167.915,6.492,6.554,132.062,191.796,170.336,136.984,0.0479,2.354,0.0006,180.43,0.0485,4.497
128,1024,4,2048,51200,256,1,1,1,8.267,194.518,8.738,7.578,158.486,194.32,215.017,150.213,0.0229,6.009,0.0007,204.146,0.0235,11.675
128,1152,4,2048,51200,256,1,1,1,2.341,122.053,8.622,8.134,136.51,175.081,168.331,150.062,0.0494,3.326,0.001,171.639,0.0504,6.71
128,1280,4,2048,51200,256,1,1,1,2.902,198.939,10.799,8.43,169.168,165.333,164.958,157.737,0.046,4.198,0.0013,165.145,0.0473,8.619
