num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,sdpa,attention_qkv_transform,attention_score,attention_over_value,attention_linear_projection,mlp_h_to_4h,mlp_4h_to_h,logit_block,estimated_attention_duration,estimated_attention_throughput,estimated_mlp_duration,estimated_mlp_throughput,estimated_duration,estimated_throughput
64,64,4,2048,51200,256,1,1,1,0.316,4.258,1.005,0.947,0.998,4.949,5.395,42.243,0.0194,0.236,0.0001,5.162,0.0195,0.262
64,128,4,2048,51200,256,1,1,1,0.794,16.639,2.369,1.913,5.492,22.295,21.578,77.889,0.0164,0.591,0.0001,21.931,0.0165,0.718
64,192,4,2048,51200,256,1,1,1,1.028,39.084,2.919,2.761,9.425,36.583,39.042,116.327,0.0186,0.824,0.0001,37.772,0.0187,1.077
64,256,4,2048,51200,256,1,1,1,4.21,62.719,4.613,,,,,,,,,,,
64,64,4,2048,51200,256,1,1,1,0.313,4.276,1.004,0.95,1.363,5.574,4.166,41.632,0.0195,0.234,0.0001,4.768,0.0196,0.26
64,128,4,2048,51200,256,1,1,1,0.787,16.833,2.369,1.908,5.741,22.37,22.166,90.587,0.0163,0.594,0.0001,22.268,0.0164,0.722
64,192,4,2048,51200,256,1,1,1,1.025,37.561,2.928,2.795,12.764,49.426,51.055,121.843,0.0185,0.828,0.0001,50.227,0.0186,1.083
64,256,4,2048,51200,256,1,1,1,4.231,63.161,4.623,3.474,17.098,61.994,85.694,155.372,0.0099,2.172,0.0001,71.943,0.01,3.004
64,320,4,2048,51200,256,1,1,1,1.698,85.077,4.805,4.62,36.346,101.189,95.379,129.332,0.0194,1.454,0.0001,98.199,0.0195,2.131
64,384,4,2048,51200,256,1,1,1,2.348,91.144,6.769,5.621,33.855,120.255,122.76,148.14,0.0175,2.025,0.0002,121.495,0.0177,3.102
64,448,4,2048,51200,256,1,1,1,2.362,116.168,6.701,6.406,58.345,122.379,133.455,163.532,0.0198,2.187,0.0002,127.678,0.02,3.482
64,512,4,2048,51200,256,1,1,1,8.332,138.013,6.609,7.458,88.812,151.766,154.163,176.504,0.0116,4.442,0.0002,152.955,0.0118,7.263
64,576,4,2048,51200,256,1,1,1,2.449,139.19,6.363,8.094,69.726,129.64,134.483,136.212,0.025,2.42,0.0003,132.017,0.0253,4.109
64,640,4,2048,51200,256,1,1,1,3.193,134.721,8.266,9.254,90.346,164.806,151.933,143.875,0.0223,3.126,0.0003,158.108,0.0227,5.448
