num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,sdpa,attention_qkv_transform,attention_score,attention_over_value,attention_linear_projection,mlp_h_to_4h,mlp_4h_to_h,logit_block,estimated_attention_duration,estimated_attention_throughput,estimated_mlp_duration,estimated_mlp_throughput,estimated_duration,estimated_throughput
72,72,4,2048,51200,256,1,1,1,0.314,5.627,1.008,0.951,1.827,7.247,6.973,52.934,0.0216,0.24,0.0001,7.108,0.0217,0.27
72,144,4,2048,51200,256,1,1,1,0.651,21.63,1.754,1.92,7.297,28.84,29.646,92.191,0.0215,0.512,0.0001,29.237,0.0216,0.636
72,216,4,2048,51200,256,1,1,1,1.016,36.194,2.195,2.79,11.519,34.573,63.701,,,,,,,
72,72,4,2048,51200,256,1,1,1,0.312,5.588,1.002,0.952,1.821,7.222,7.102,53.571,0.0217,0.239,0.0001,7.161,0.0218,0.269
72,144,4,2048,51200,256,1,1,1,0.648,21.778,1.74,1.922,7.297,28.335,22.22,92.649,0.0216,0.511,0.0001,24.908,0.0217,0.633
72,216,4,2048,51200,256,1,1,1,1.044,45.791,2.177,2.824,12.912,60.285,64.891,134.529,0.0212,0.827,0.0001,62.503,0.0213,1.109
72,288,4,2048,51200,256,1,1,1,4.194,73.856,4.631,3.803,28.939,84.988,72.131,118.33,0.0114,2.176,0.0001,78.034,0.0115,3.093
72,360,4,2048,51200,256,1,1,1,1.725,79.786,4.831,4.652,35.248,91.881,102.976,144.005,0.0213,1.53,0.0002,97.113,0.0215,2.308
72,432,4,2048,51200,256,1,1,1,2.388,99.967,6.788,5.654,63.595,117.331,125.674,166.02,0.0192,2.151,0.0002,121.359,0.0194,3.392
72,504,4,2048,51200,256,1,1,1,2.411,94.816,6.728,6.461,78.229,129.329,159.273,178.469,0.0217,2.324,0.0002,142.747,0.0219,3.817
72,576,4,2048,51200,256,1,1,1,8.344,148.034,8.963,6.551,69.69,139.81,136.27,102.079,0.0147,4.12,0.0003,138.017,0.015,6.937
72,648,4,2048,51200,256,1,1,1,3.065,127.308,9.873,8.214,82.214,132.124,160.217,130.82,0.0234,3.029,0.0004,144.821,0.0238,5.292
72,720,4,2048,51200,256,1,1,1,3.157,141.81,8.181,9.297,93.499,159.772,152.459,155.941,0.025,3.292,0.0004,156.029,0.0254,5.907
72,792,4,2048,51200,256,1,1,1,2.997,104.371,11.69,9.963,99.123,141.577,169.589,125.434,0.0284,3.323,0.0005,154.322,0.0289,6.106
72,864,4,2048,51200,256,1,1,1,12.288,171.585,13.014,11.094,133.814,200.042,169.305,135.536,0.0152,7.028,0.0005,183.395,0.0157,13.003
72,936,4,2048,51200,256,1,1,1,4.382,139.503,13.913,11.668,122.182,156.481,198.753,142.483,0.0252,4.767,0.0007,175.102,0.0259,9.084
72,1008,4,2048,51200,256,1,1,1,5.506,171.15,14.846,12.864,151.009,175.326,183.097,149.983,0.0232,5.778,0.0007,179.127,0.024,11.153
72,1080,4,2048,51200,256,1,1,1,5.067,144.848,15.85,10.466,122.502,158.106,174.971,142.704,0.027,5.525,0.0009,166.112,0.0279,10.827
72,1152,4,2048,51200,256,1,1,1,16.27,175.822,16.632,13.639,121.335,142.944,140.751,150.373,0.0169,9.729,0.0012,141.839,0.0181,18.673
72,1224,4,2048,51200,256,1,1,1,5.332,151.97,17.08,7.693,138.241,134.271,193.292,155.861,0.0304,5.932,0.0012,158.464,0.0316,11.907
72,1296,4,2048,51200,256,1,1,1,6.553,156.535,18.52,11.474,115.219,139.244,141.923,137.285,0.0281,7.014,0.0016,140.571,0.0297,14.065
72,1368,4,2048,51200,256,1,1,1,5.941,138.832,18.961,8.278,103.084,97.919,180.947,135.016,0.0329,6.522,0.0019,127.073,0.0348,13.207
72,1440,4,2048,51200,256,1,1,1,20.003,189.474,19.365,14.041,187.742,182.253,172.965,146.522,0.0197,11.785,0.0015,177.488,0.0213,23.72
72,1512,4,2048,51200,256,1,1,1,5.178,113.904,20.707,13.291,118.667,141.243,191.122,124.973,0.0373,6.735,0.0018,162.44,0.0392,14.07
72,1584,4,2048,51200,256,1,1,1,7.261,165.2,22.504,14.375,158.012,163.994,184.915,133.418,0.0317,8.55,0.0019,173.827,0.0336,17.868
72,1656,4,2048,51200,256,1,1,1,5.613,135.856,16.268,14.995,150.49,146.779,173.463,156.444,0.0371,7.842,0.0023,159.009,0.0394,16.525
72,1728,4,2048,51200,256,1,1,1,19.254,181.087,18.599,16.728,202.359,187.888,186.165,161.879,0.0226,13.782,0.0021,187.023,0.0247,28.456
72,1800,4,2048,51200,256,1,1,1,5.25,142.119,18.416,15.205,139.769,140.938,179.006,146.961,0.042,7.925,0.0027,157.707,0.0447,16.942
72,1872,4,2048,51200,256,1,1,1,9.356,121.161,16.222,18.412,172.877,179.05,177.841,153.454,0.0327,10.866,0.0026,178.443,0.0353,23.095
72,1944,4,2048,51200,256,1,1,1,5.424,147.788,19.871,16.41,157.055,142.542,196.65,153.913,0.0436,8.682,0.003,165.28,0.0466,18.763
72,2016,4,2048,51200,256,1,1,1,27.147,191.95,25.984,19.296,200.593,202.354,184.273,160.823,0.023,17.477,0.0028,192.891,0.0257,36.296
72,2088,4,2048,51200,256,1,1,1,8.666,143.254,28.013,17.459,106.13,165.278,193.31,155.643,0.0361,11.794,0.0032,178.199,0.0393,25.368
72,2160,4,2048,51200,256,1,1,1,8.86,167.889,29.412,17.708,155.786,176.518,178.609,158.846,0.0362,12.457,0.0034,177.558,0.0396,26.807
72,2232,4,2048,51200,256,1,1,1,9.095,135.977,29.726,15.093,107.217,126.623,196.434,162.963,0.038,12.533,0.0042,153.985,0.0422,26.732
72,2304,4,2048,51200,256,1,1,1,29.949,170.692,26.276,18.003,173.71,155.476,147.685,166.023,0.0261,19.276,0.0046,151.48,0.0307,39.079
72,2376,4,2048,51200,256,1,1,1,9.691,142.412,28.712,15.27,93.758,150.877,166.692,154.849,0.0403,13.151,0.0047,158.391,0.0449,28.253
72,2448,4,2048,51200,256,1,1,1,12.077,161.729,32.257,25.055,162.719,129.476,130.599,158.836,0.0348,16.015,0.006,130.035,0.0408,32.887
72,2520,4,2048,51200,256,1,1,1,10.123,136.86,31.184,23.958,145.975,112.419,143.955,160.616,0.0391,14.969,0.0066,126.247,0.0457,31.024
72,2592,4,2048,51200,256,1,1,1,34.152,167.975,35.958,20.653,182.003,161.759,174.438,135.232,0.0304,20.224,0.0052,167.859,0.0356,41.969
72,2664,4,2048,51200,256,1,1,1,8.395,148.852,32.671,25.126,108.657,151.687,185.883,138.028,0.0472,13.644,0.0056,167.053,0.0528,29.834
72,2736,4,2048,51200,256,1,1,1,10.725,149.117,26.546,27.83,166.069,155.616,186.352,162.592,0.0412,16.364,0.0058,169.603,0.047,35.232
72,2808,4,2048,51200,256,1,1,1,9.802,119.766,23.642,26.412,148.312,139.832,185.919,143.759,0.0473,14.919,0.0065,159.616,0.0537,32.351
72,2880,4,2048,51200,256,1,1,1,28.705,172.746,29.42,27.514,179.319,162.845,135.871,155.485,0.0322,22.894,0.0073,148.14,0.0395,46.149
72,2952,4,2048,51200,256,1,1,1,7.768,136.826,26.601,27.135,151.914,136.916,168.785,157.837,0.0526,14.614,0.0076,151.19,0.0602,31.756
72,3024,4,2048,51200,256,1,1,1,9.961,122.374,39.977,30.39,169.332,148.729,164.623,151.291,0.0476,16.862,0.0077,156.273,0.0552,36.217
72,3096,4,2048,51200,256,1,1,1,11.752,107.328,23.01,28.166,142.333,126.507,148.258,136.128,0.0505,16.569,0.0092,136.522,0.0597,35.073
72,3168,4,2048,51200,256,1,1,1,31.04,171.471,31.409,30.005,185.801,167.424,161.634,159.995,0.0341,25.487,0.008,164.478,0.0421,51.863
72,3240,4,2048,51200,256,1,1,1,12.185,109.112,23.996,29.419,150.491,135.365,167.904,158.52,0.0491,18.444,0.0092,149.889,0.0583,39.153
72,3312,4,2048,51200,256,1,1,1,16.171,128.342,26.582,32.946,138.209,153.209,169.808,162.145,0.0439,21.422,0.0089,161.082,0.0529,45.004
72,3384,4,2048,51200,256,1,1,1,12.596,134.684,40.124,30.786,152.577,136.504,163.389,151.589,0.0487,20.081,0.0101,148.741,0.0588,42.171
72,3456,4,2048,51200,256,1,1,1,35.368,159.889,44.576,28.565,165.424,164.608,156.358,161.425,0.036,28.16,0.0098,160.377,0.0458,56.343
72,3528,4,2048,51200,256,1,1,1,9.67,131.606,36.6,24.771,127.417,133.744,153.193,162.781,0.0569,18.488,0.0114,142.81,0.0684,39.267
72,3600,4,2048,51200,256,1,1,1,17.185,129.809,44.102,25.12,160.491,152.653,166.614,156.281,0.0472,23.133,0.0107,159.328,0.0578,48.245
72,3672,4,2048,51200,256,1,1,1,13.24,124.451,25.314,21.093,101.076,137.8,165.312,157.864,0.0563,20.057,0.0118,150.307,0.0681,42.545
72,3744,4,2048,51200,256,1,1,1,43.549,166.009,46.615,35.529,149.571,146.719,149.912,158.906,0.0375,31.239,0.0124,148.298,0.0498,60.337
72,3816,4,2048,51200,256,1,1,1,13.611,135.708,37.109,33.035,164.276,136.54,148.517,160.96,0.0528,22.944,0.0134,142.277,0.0662,47.137
72,3888,4,2048,51200,256,1,1,1,18.534,151.998,46.92,37.926,164.788,153.164,163.116,159.295,0.0472,26.537,0.0125,157.984,0.0597,54.148
72,3960,4,2048,51200,256,1,1,1,11.257,137.284,39.057,34.112,114.696,137.385,167.346,139.012,0.0627,20.644,0.0136,150.893,0.0763,43.903
72,4032,4,2048,51200,256,1,1,1,46.044,155.983,49.84,31.224,176.371,145.389,141.557,140.123,0.0437,30.576,0.0149,143.447,0.0585,59.212
72,4104,4,2048,51200,256,1,1,1,11.437,136.809,26.835,33.242,154.606,131.404,151.812,132.806,0.0671,20.551,0.0157,140.873,0.0828,43.327
72,4176,4,2048,51200,256,1,1,1,15.998,150.849,38.043,40.537,177.762,150.631,162.891,158.273,0.0541,26.315,0.0146,156.521,0.0687,54.0
72,4248,4,2048,51200,256,1,1,1,11.739,136.241,32.258,34.102,142.634,135.343,164.104,161.34,0.0636,23.094,0.0159,148.342,0.0795,48.215
72,4320,4,2048,51200,256,1,1,1,39.496,147.872,32.268,41.073,205.636,167.66,152.138,161.279,0.0455,33.236,0.0153,159.523,0.0609,65.057
72,4392,4,2048,51200,256,1,1,1,10.357,129.025,33.305,34.899,130.583,131.338,159.12,156.172,0.0705,22.123,0.0176,143.9,0.088,46.428
72,4464,4,2048,51200,256,1,1,1,14.542,126.189,52.648,43.315,167.04,152.32,164.207,156.482,0.0605,26.516,0.0165,158.04,0.0771,54.717
72,4536,4,2048,51200,256,1,1,1,10.59,110.446,44.818,29.713,155.532,138.902,167.388,159.466,0.0724,22.814,0.0178,151.82,0.0902,48.216
72,4608,4,2048,51200,256,1,1,1,58.718,153.859,58.983,34.628,132.337,153.463,152.314,148.773,0.0477,35.621,0.0182,152.886,0.066,67.989
72,4680,4,2048,51200,256,1,1,1,15.318,112.976,27.135,33.167,133.177,136.483,164.675,156.99,0.0683,25.631,0.0192,149.259,0.0875,52.81
72,4752,4,2048,51200,256,1,1,1,22.1,152.823,53.515,37.894,148.766,152.702,162.375,161.665,0.056,32.108,0.0188,157.39,0.0748,63.592
