num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,actual_attention_duration,actual_attention_throughput,actual_mlp_duration,actual_mlp_throughput,actual_duration,actual_throughput
32,32,1,16384,51200,256,1,1,1,0.1282,0.269,0.0001,1.922,0.1287,0.27
32,64,1,16384,51200,256,1,1,1,0.1345,0.515,0.0001,7.579,0.1347,0.522
32,96,1,16384,51200,256,1,1,1,0.1405,0.742,0.0001,17.507,0.1407,0.759
32,128,1,16384,51200,256,1,1,1,0.0154,9.035,0.0001,30.212,0.0157,9.142
32,160,1,16384,51200,256,1,1,1,0.1409,1.243,0.0002,41.528,0.1411,1.289
32,192,1,16384,51200,256,1,1,1,0.1352,1.56,0.0002,51.534,0.1356,1.627
32,224,1,16384,51200,256,1,1,1,0.1418,1.742,0.0002,62.374,0.1422,1.83
32,256,1,16384,51200,256,1,1,1,0.0158,17.973,0.0002,74.669,0.0161,18.696
32,288,1,16384,51200,256,1,1,1,0.1428,2.241,0.0003,73.536,0.1428,2.394
32,320,1,16384,51200,256,1,1,1,0.1361,2.623,0.0003,84.223,0.1367,2.807
32,352,1,16384,51200,256,1,1,1,0.1434,2.749,0.0004,90.124,0.144,2.963
32,384,1,16384,51200,256,1,1,1,0.0164,26.333,0.0004,98.569,0.0171,27.507
32,416,1,16384,51200,256,1,1,1,0.1438,3.263,0.0005,96.146,0.1446,3.559
32,448,1,16384,51200,256,1,1,1,0.1365,3.717,0.0005,100.638,0.1373,4.078
32,480,1,16384,51200,256,1,1,1,0.1448,3.769,0.0006,99.221,0.1456,4.163
32,512,1,16384,51200,256,1,1,1,0.0166,35.161,0.0006,107.468,0.0175,37.332
32,544,1,16384,51200,256,1,1,1,0.1532,4.067,0.0008,95.136,0.1539,4.553
32,576,1,16384,51200,256,1,1,1,0.1425,4.647,0.0009,98.022,0.1436,5.214
32,608,1,16384,51200,256,1,1,1,0.154,4.554,0.0009,105.736,0.1552,5.143
32,640,1,16384,51200,256,1,1,1,0.0172,43.169,0.001,110.249,0.0185,45.792
