num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,actual_attention_duration,actual_attention_throughput,actual_mlp_duration,actual_mlp_throughput,actual_duration,actual_throughput
32,32,1,8192,51200,256,1,1,1,0.034,0.255,0.0001,0.948,0.0342,0.257
32,64,1,8192,51200,256,1,1,1,0.0354,0.493,0.0001,3.837,0.0355,0.506
32,96,1,8192,51200,256,1,1,1,0.037,0.714,0.0001,8.604,0.0371,0.743
32,128,1,8192,51200,256,1,1,1,0.004,8.773,0.0001,15.14,0.0043,8.83
32,160,1,8192,51200,256,1,1,1,0.0371,1.204,0.0001,25.622,0.0372,1.289
32,192,1,8192,51200,256,1,1,1,0.0355,1.519,0.0001,33.629,0.0358,1.641
32,224,1,8192,51200,256,1,1,1,0.0375,1.689,0.0002,43.428,0.0375,1.866
32,256,1,8192,51200,256,1,1,1,0.0042,17.378,0.0002,52.946,0.0045,18.148
32,288,1,8192,51200,256,1,1,1,0.0377,2.193,0.0002,55.695,0.038,2.465
32,320,1,8192,51200,256,1,1,1,0.0357,2.597,0.0002,64.182,0.036,2.947
32,352,1,8192,51200,256,1,1,1,0.0379,2.705,0.0002,79.299,0.0383,3.1
32,384,1,8192,51200,256,1,1,1,0.0043,26.086,0.0002,83.193,0.0047,28.238
32,416,1,8192,51200,256,1,1,1,0.0381,3.231,0.0002,91.433,0.0384,3.79
32,448,1,8192,51200,256,1,1,1,0.036,3.709,0.0003,100.102,0.0364,4.393
32,480,1,8192,51200,256,1,1,1,0.0383,3.757,0.0003,100.905,0.0389,4.476
32,512,1,8192,51200,256,1,1,1,0.0044,35.026,0.0003,114.777,0.005,38.088
32,544,1,8192,51200,256,1,1,1,0.0401,4.13,0.0004,98.911,0.0408,5.005
32,576,1,8192,51200,256,1,1,1,0.0377,4.676,0.0005,92.086,0.0384,5.718
32,608,1,8192,51200,256,1,1,1,0.0403,4.653,0.0005,105.921,0.0411,5.742
32,640,1,8192,51200,256,1,1,1,0.0045,44.272,0.0004,121.31,0.0053,47.426
32,672,1,8192,51200,256,1,1,1,0.0406,5.176,0.0005,124.852,0.0415,6.494
32,704,1,8192,51200,256,1,1,1,0.0378,5.855,0.0006,112.843,0.0386,7.414
32,736,1,8192,51200,256,1,1,1,0.0409,5.694,0.0006,115.592,0.0417,7.29
32,768,1,8192,51200,256,1,1,1,0.0047,52.294,0.0005,144.883,0.0054,59.283
32,800,1,8192,51200,256,1,1,1,0.0414,6.197,0.0007,115.495,0.0424,8.025
32,832,1,8192,51200,256,1,1,1,0.0382,7.03,0.0008,116.084,0.0394,9.134
32,864,1,8192,51200,256,1,1,1,0.0418,6.725,0.0008,119.218,0.0429,8.832
32,896,1,8192,51200,256,1,1,1,0.005,59.091,0.0009,118.105,0.0061,65.215
32,928,1,8192,51200,256,1,1,1,0.0419,7.287,0.0009,128.176,0.0432,9.683
32,960,1,8192,51200,256,1,1,1,0.0384,8.288,0.001,124.184,0.0397,11.053
32,992,1,8192,51200,256,1,1,1,0.0425,7.788,0.001,126.882,0.0437,10.522
32,1024,1,8192,51200,256,1,1,1,0.0048,71.56,0.001,131.616,0.0063,76.669
32,1056,1,8192,51200,256,1,1,1,0.0425,8.389,0.0011,127.24,0.0441,11.392
32,1088,1,8192,51200,256,1,1,1,0.0388,9.533,0.0013,124.117,0.0406,12.911
32,1120,1,8192,51200,256,1,1,1,0.043,8.912,0.0013,127.542,0.0447,12.253
32,1152,1,8192,51200,256,1,1,1,0.0055,72.523,0.0014,123.017,0.0072,78.644
32,1184,1,8192,51200,256,1,1,1,0.0434,9.439,0.0014,130.116,0.0452,13.135
32,1216,1,8192,51200,256,1,1,1,0.0391,10.838,0.0015,133.493,0.0409,15.101
32,1248,1,8192,51200,256,1,1,1,0.0438,9.979,0.0015,133.561,0.0458,14.004
32,1280,1,8192,51200,256,1,1,1,0.0053,85.26,0.0016,135.259,0.0074,89.876
32,1312,1,8192,51200,256,1,1,1,0.0444,10.468,0.0017,129.87,0.0467,14.798
32,1344,1,8192,51200,256,1,1,1,0.0395,12.127,0.0018,129.541,0.0417,17.161
32,1376,1,8192,51200,256,1,1,1,0.0449,10.987,0.0019,132.915,0.0471,15.744
32,1408,1,8192,51200,256,1,1,1,0.0058,87.672,0.0019,136.182,0.0084,91.548
32,1440,1,8192,51200,256,1,1,1,0.0454,11.506,0.0021,131.275,0.048,16.564
32,1472,1,8192,51200,256,1,1,1,0.0396,13.568,0.0021,136.83,0.0422,19.473
32,1504,1,8192,51200,256,1,1,1,0.0458,12.042,0.0022,137.773,0.0486,17.473
32,1536,1,8192,51200,256,1,1,1,0.0058,97.21,0.0023,135.54,0.0087,100.612
32,1568,1,8192,51200,256,1,1,1,0.0466,12.488,0.0024,134.26,0.0495,18.274
32,1600,1,8192,51200,256,1,1,1,0.0401,14.89,0.0025,134.761,0.043,21.673
32,1632,1,8192,51200,256,1,1,1,0.0472,12.981,0.0025,138.924,0.0504,19.07
32,1664,1,8192,51200,256,1,1,1,0.0065,97.233,0.0026,139.0,0.0097,101.984
32,1696,1,8192,51200,256,1,1,1,0.0476,13.522,0.0028,137.073,0.0509,20.053
32,1728,1,8192,51200,256,1,1,1,0.0404,16.316,0.0029,133.693,0.0439,23.957
32,1760,1,8192,51200,256,1,1,1,0.0481,14.053,0.0029,142.033,0.0515,20.999
32,1792,1,8192,51200,256,1,1,1,0.0064,107.896,0.0032,133.519,0.0102,109.397
32,1824,1,8192,51200,256,1,1,1,0.0487,14.535,0.0032,134.924,0.0523,21.854
32,1856,1,8192,51200,256,1,1,1,0.0407,17.78,0.0033,136.599,0.0444,26.479
32,1888,1,8192,51200,256,1,1,1,0.0491,15.07,0.0034,139.002,0.0528,22.85
32,1920,1,8192,51200,256,1,1,1,0.007,107.724,0.0038,127.551,0.0114,108.636
32,1952,1,8192,51200,256,1,1,1,0.0496,15.589,0.0036,140.556,0.0536,23.764
32,1984,1,8192,51200,256,1,1,1,0.041,19.296,0.0036,143.257,0.0452,28.892
32,2016,1,8192,51200,256,1,1,1,0.0501,16.12,0.0038,138.845,0.0544,24.641
32,2048,1,8192,51200,256,1,1,1,0.0065,126.524,0.0038,146.405,0.0112,123.073
32,2080,1,8192,51200,256,1,1,1,0.0511,16.473,0.0042,136.027,0.0558,25.27
32,2112,1,8192,51200,256,1,1,1,0.0418,20.576,0.0042,140.474,0.047,30.754
