num_attention_heads,hidden_size,train_micro_batch_size_per_gpu,seq_length,vocab_size,train_batch_size,tensor_mp_size,pipeline_mp_size,dp_size,actual_attention_duration,actual_attention_throughput,actual_mlp_duration,actual_mlp_throughput,actual_duration,actual_throughput
32,32,1,2048,51200,256,1,1,1,0.0017,0.326,0.0001,0.243,0.0019,0.316
32,64,1,2048,51200,256,1,1,1,0.0018,0.647,0.0001,0.969,0.0019,0.662
32,96,1,2048,51200,256,1,1,1,0.0019,0.937,0.0001,2.218,0.0021,1.005
32,128,1,2048,51200,256,1,1,1,0.0005,4.615,0.0001,3.913,0.0007,3.966
32,160,1,2048,51200,256,1,1,1,0.0019,1.64,0.0001,6.023,0.0021,1.895
32,192,1,2048,51200,256,1,1,1,0.0018,2.16,0.0001,8.638,0.002,2.577
32,224,1,2048,51200,256,1,1,1,0.0019,2.418,0.0001,11.585,0.0021,2.967
32,256,1,2048,51200,256,1,1,1,0.0005,10.092,0.0001,15.517,0.0007,10.032
32,288,1,2048,51200,256,1,1,1,0.0019,3.232,0.0001,19.173,0.0021,4.184
32,320,1,2048,51200,256,1,1,1,0.0018,3.978,0.0001,23.458,0.002,5.233
32,352,1,2048,51200,256,1,1,1,0.0019,4.12,0.0001,29.387,0.0022,5.579
32,384,1,2048,51200,256,1,1,1,0.0005,16.417,0.0001,35.136,0.0008,17.662
32,416,1,2048,51200,256,1,1,1,0.002,5.018,0.0001,38.629,0.0023,6.771
32,448,1,2048,51200,256,1,1,1,0.0018,6.038,0.0002,43.131,0.002,8.512
32,480,1,2048,51200,256,1,1,1,0.002,6.027,0.0002,49.255,0.0022,8.623
32,512,1,2048,51200,256,1,1,1,0.0006,23.349,0.0001,65.273,0.0008,25.322
32,544,1,2048,51200,256,1,1,1,0.0021,6.785,0.0002,58.986,0.0023,10.155
32,576,1,2048,51200,256,1,1,1,0.0019,7.992,0.0002,64.132,0.0022,11.893
32,608,1,2048,51200,256,1,1,1,0.0021,7.856,0.0002,73.609,0.0024,11.989
32,640,1,2048,51200,256,1,1,1,0.0006,30.339,0.0002,75.607,0.0009,34.142
32,672,1,2048,51200,256,1,1,1,0.0021,9.018,0.0002,73.459,0.0024,13.765
32,704,1,2048,51200,256,1,1,1,0.0019,10.481,0.0002,82.355,0.0024,15.25
32,736,1,2048,51200,256,1,1,1,0.0021,10.231,0.0002,87.873,0.0025,15.49
32,768,1,2048,51200,256,1,1,1,0.0006,38.479,0.0002,90.62,0.0009,44.154
